Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
West Bank and Gaza,PSE,2001,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,82.2129974365234
West Bank and Gaza,PSE,2000,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,84.7191009521484
West Bank and Gaza,PSE,2018,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,8.38099956512451
West Bank and Gaza,PSE,2017,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.20289993286133
West Bank and Gaza,PSE,2016,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,8.01900005340576
West Bank and Gaza,PSE,2015,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,8.15970039367676
West Bank and Gaza,PSE,2014,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,8.52449989318848
West Bank and Gaza,PSE,2013,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.2003002166748
West Bank and Gaza,PSE,2012,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.94010019302368
West Bank and Gaza,PSE,2011,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.23969984054565
West Bank and Gaza,PSE,2010,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,6.31549978256226
West Bank and Gaza,PSE,2009,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,6.63070011138916
West Bank and Gaza,PSE,2008,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.55639982223511
West Bank and Gaza,PSE,2007,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,9.45339965820313
West Bank and Gaza,PSE,2006,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,8.35990047454834
West Bank and Gaza,PSE,2005,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.20230007171631
West Bank and Gaza,PSE,2004,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.46290016174316
West Bank and Gaza,PSE,2003,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.18130016326904
West Bank and Gaza,PSE,2002,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,5.4633002281189
West Bank and Gaza,PSE,2001,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,4.98750019073486
West Bank and Gaza,PSE,2000,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,7.05620002746582
West Bank and Gaza,PSE,2018,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,71.7649002075195
West Bank and Gaza,PSE,2017,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,72.1010971069336
West Bank and Gaza,PSE,2016,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,71.4731979370117
West Bank and Gaza,PSE,2015,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,72.4878005981445
West Bank and Gaza,PSE,2014,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,72.3973999023438
West Bank and Gaza,PSE,2013,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,69.9423980712891
West Bank and Gaza,PSE,2012,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,70.2026977539063
West Bank and Gaza,PSE,2011,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,70.0566024780273
West Bank and Gaza,PSE,2010,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,68.3348007202148
West Bank and Gaza,PSE,2009,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,67.9654998779297
West Bank and Gaza,PSE,2008,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,67.8410034179688
West Bank and Gaza,PSE,2007,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,67.4643020629883
West Bank and Gaza,PSE,2006,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,67.8153991699219
West Bank and Gaza,PSE,2005,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,67.4434967041016
West Bank and Gaza,PSE,2004,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,67.1461029052734
West Bank and Gaza,PSE,2003,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,67.4683990478516
West Bank and Gaza,PSE,2002,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,65.2424011230469
West Bank and Gaza,PSE,2001,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,66.6802978515625
West Bank and Gaza,PSE,2000,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,70.2733993530273
West Bank and Gaza,PSE,2018,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,43.326301574707
West Bank and Gaza,PSE,2017,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,42.7098007202148
West Bank and Gaza,PSE,2016,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,42.5959014892578
West Bank and Gaza,PSE,2015,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,43.0615005493164
West Bank and Gaza,PSE,2014,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,42.9440994262695
West Bank and Gaza,PSE,2013,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,40.9497985839844
West Bank and Gaza,PSE,2012,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,41.0844993591309
West Bank and Gaza,PSE,2011,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,40.4739990234375
West Bank and Gaza,PSE,2010,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,39.3941993713379
West Bank and Gaza,PSE,2009,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,38.9813003540039
West Bank and Gaza,PSE,2008,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,39.331298828125
West Bank and Gaza,PSE,2007,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,39.6259994506836
West Bank and Gaza,PSE,2006,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,39.3419990539551
West Bank and Gaza,PSE,2005,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,38.5713996887207
West Bank and Gaza,PSE,2004,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,38.5307998657227
West Bank and Gaza,PSE,2003,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,38.2295989990234
West Bank and Gaza,PSE,2002,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,36.3468017578125
West Bank and Gaza,PSE,2001,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,36.768798828125
West Bank and Gaza,PSE,2000,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,39.7821006774902
West Bank and Gaza,PSE,2018,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,20.658899307251
West Bank and Gaza,PSE,2017,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,19.1574993133545
West Bank and Gaza,PSE,2016,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,19.320499420166
West Bank and Gaza,PSE,2015,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,19.1644992828369
West Bank and Gaza,PSE,2014,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,19.5974006652832
West Bank and Gaza,PSE,2013,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,17.417200088501
West Bank and Gaza,PSE,2012,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,17.5471992492676
West Bank and Gaza,PSE,2011,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,16.6693000793457
West Bank and Gaza,PSE,2010,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,14.8219003677368
West Bank and Gaza,PSE,2009,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,15.6329002380371
West Bank and Gaza,PSE,2008,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,15.4236001968384
West Bank and Gaza,PSE,2007,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,15.6833000183105
West Bank and Gaza,PSE,2006,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,14.5565996170044
West Bank and Gaza,PSE,2005,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,13.4921998977661
West Bank and Gaza,PSE,2004,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,13.5199003219604
West Bank and Gaza,PSE,2003,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,12.8159999847412
West Bank and Gaza,PSE,2002,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,10.4541997909546
West Bank and Gaza,PSE,2001,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,10.3680000305176
West Bank and Gaza,PSE,2000,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,12.9041004180908
West Bank and Gaza,PSE,2019,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,19.4899997711182
West Bank and Gaza,PSE,2018,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,19.2479991912842
West Bank and Gaza,PSE,2017,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,18.9829998016357
West Bank and Gaza,PSE,2016,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,19.238000869751
West Bank and Gaza,PSE,2015,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,19.0419998168945
West Bank and Gaza,PSE,2014,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,19.4209995269775
West Bank and Gaza,PSE,2013,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,17.2749996185303
West Bank and Gaza,PSE,2012,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,17.4150009155273
West Bank and Gaza,PSE,2011,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,16.6149997711182
West Bank and Gaza,PSE,2010,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,14.7550001144409
West Bank and Gaza,PSE,2009,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,15.6440000534058
West Bank and Gaza,PSE,2008,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,15.4729995727539
West Bank and Gaza,PSE,2007,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,15.826000213623
West Bank and Gaza,PSE,2006,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,14.6510000228882
West Bank and Gaza,PSE,2005,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,13.6129999160767
West Bank and Gaza,PSE,2004,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,13.6700000762939
West Bank and Gaza,PSE,2003,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,12.9650001525879
West Bank and Gaza,PSE,2002,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,10.6180000305176
West Bank and Gaza,PSE,2001,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,10.5229997634888
West Bank and Gaza,PSE,2000,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,13.0950002670288
West Bank and Gaza,PSE,1999,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,12.6899995803833
West Bank and Gaza,PSE,1998,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,12.3009996414185
West Bank and Gaza,PSE,1997,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,11.9309997558594
West Bank and Gaza,PSE,1996,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,11.5869998931885
West Bank and Gaza,PSE,1995,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,11.2700004577637
West Bank and Gaza,PSE,1994,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,11.2690000534058
West Bank and Gaza,PSE,1993,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,11.2679996490479
West Bank and Gaza,PSE,1992,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,11.2569999694824
West Bank and Gaza,PSE,1991,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,11.25
West Bank and Gaza,PSE,1990,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,11.246000289917
West Bank and Gaza,PSE,2018,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,28.952362098476
West Bank and Gaza,PSE,2017,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,26.7723997361795
West Bank and Gaza,PSE,2016,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,27.0854717995203
West Bank and Gaza,PSE,2015,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,26.7286541690373
West Bank and Gaza,PSE,2014,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,27.4086829126715
West Bank and Gaza,PSE,2013,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,25.1262637796962
West Bank and Gaza,PSE,2012,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,25.3580306451211
West Bank and Gaza,PSE,2011,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,24.200845847214
West Bank and Gaza,PSE,2010,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,22.0990527512223
West Bank and Gaza,PSE,2009,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,23.2598864156217
West Bank and Gaza,PSE,2008,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,23.1040242857143
West Bank and Gaza,PSE,2007,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,23.3691943258886
West Bank and Gaza,PSE,2006,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,21.8111026059863
West Bank and Gaza,PSE,2005,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,20.2805739938639
West Bank and Gaza,PSE,2004,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,20.5274002300076
West Bank and Gaza,PSE,2003,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,19.2815178074273
West Bank and Gaza,PSE,2002,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,16.2163327625922
West Bank and Gaza,PSE,2001,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,15.7617726057948
West Bank and Gaza,PSE,2000,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,18.5781984873086
West Bank and Gaza,PSE,2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,27.2671320357734
West Bank and Gaza,PSE,2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,27.0561272754747
West Bank and Gaza,PSE,2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,26.8261657513793
West Bank and Gaza,PSE,2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,27.0538612074635
West Bank and Gaza,PSE,2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,26.6915222727276
West Bank and Gaza,PSE,2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,27.3569892826728
West Bank and Gaza,PSE,2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,25.1660747116971
West Bank and Gaza,PSE,2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,25.4292982603701
West Bank and Gaza,PSE,2011,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,24.4144349523889
West Bank and Gaza,PSE,2010,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,22.2871723520082
West Bank and Gaza,PSE,2009,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,23.5425143293699
West Bank and Gaza,PSE,2008,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,23.3706396628487
West Bank and Gaza,PSE,2007,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,23.6650470484082
West Bank and Gaza,PSE,2006,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,21.8349010210579
West Bank and Gaza,PSE,2005,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,20.2888395431324
West Bank and Gaza,PSE,2004,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,20.5412543187547
West Bank and Gaza,PSE,2003,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,19.2725049662738
West Bank and Gaza,PSE,2002,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,16.2347293707252
West Bank and Gaza,PSE,2001,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,15.7383862886787
West Bank and Gaza,PSE,2000,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,18.5148539496279
West Bank and Gaza,PSE,1999,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,18.0186565215846
West Bank and Gaza,PSE,1998,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,17.5522951868692
West Bank and Gaza,PSE,1997,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,17.1178929170069
West Bank and Gaza,PSE,1996,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,16.7210232787043
West Bank and Gaza,PSE,1995,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,16.3606011588351
West Bank and Gaza,PSE,1994,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,16.3129701139351
West Bank and Gaza,PSE,1993,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,16.2881792304987
West Bank and Gaza,PSE,1992,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,16.290176239099
West Bank and Gaza,PSE,1991,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,16.2892382613721
West Bank and Gaza,PSE,1990,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,16.2850984246814
West Bank and Gaza,PSE,2018,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,71.3547973632813
West Bank and Gaza,PSE,2017,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,71.5569000244141
West Bank and Gaza,PSE,2016,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,71.3315963745117
West Bank and Gaza,PSE,2015,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,71.7002029418945
West Bank and Gaza,PSE,2014,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,71.5007019042969
West Bank and Gaza,PSE,2013,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,69.3187026977539
West Bank and Gaza,PSE,2012,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,69.1977996826172
West Bank and Gaza,PSE,2011,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,68.8789978027344
West Bank and Gaza,PSE,2010,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,67.0702972412109
West Bank and Gaza,PSE,2009,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,67.2097015380859
West Bank and Gaza,PSE,2008,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,66.7572021484375
West Bank and Gaza,PSE,2007,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,67.1110000610352
West Bank and Gaza,PSE,2006,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,66.7394027709961
West Bank and Gaza,PSE,2005,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,66.527702331543
West Bank and Gaza,PSE,2004,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,65.8627014160156
West Bank and Gaza,PSE,2003,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,66.4677963256836
West Bank and Gaza,PSE,2002,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,64.4671020507813
West Bank and Gaza,PSE,2001,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,65.7794036865234
West Bank and Gaza,PSE,2000,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,69.4582977294922
West Bank and Gaza,PSE,2019,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,71.4779968261719
West Bank and Gaza,PSE,2018,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,71.140998840332
West Bank and Gaza,PSE,2017,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,70.7630004882813
West Bank and Gaza,PSE,2016,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,71.1100006103516
West Bank and Gaza,PSE,2015,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,71.3410034179688
West Bank and Gaza,PSE,2014,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,70.9909973144531
West Bank and Gaza,PSE,2013,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.6439971923828
West Bank and Gaza,PSE,2012,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.484001159668
West Bank and Gaza,PSE,2011,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.0540008544922
West Bank and Gaza,PSE,2010,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.2040023803711
West Bank and Gaza,PSE,2009,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.4499969482422
West Bank and Gaza,PSE,2008,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.2070007324219
West Bank and Gaza,PSE,2007,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.875
West Bank and Gaza,PSE,2006,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,67.0989990234375
West Bank and Gaza,PSE,2005,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,67.0960006713867
West Bank and Gaza,PSE,2004,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.5490036010742
West Bank and Gaza,PSE,2003,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,67.2720031738281
West Bank and Gaza,PSE,2002,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,65.4029998779297
West Bank and Gaza,PSE,2001,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.8619995117188
